device: cpu
train size:	8500
val size:	1500
[  22.00 min] Gen 103/300 | best_fit=0.04535  avg_fit=6.36958 | best_h=39  avg_h=39.2
[  22.22 min] Gen 104/300 | best_fit=0.04478  avg_fit=3.58751 | best_h=40  avg_h=38.7
[  22.46 min] Gen 105/300 | best_fit=0.04291  avg_fit=0.43088 | best_h=39  avg_h=38.8
[  22.69 min] Gen 106/300 | best_fit=0.04291  avg_fit=1.02111 | best_h=39  avg_h=38.6
[  22.90 min] Gen 107/300 | best_fit=0.04291  avg_fit=0.58350 | best_h=39  avg_h=39.1
[  23.13 min] Gen 108/300 | best_fit=0.04080  avg_fit=0.17967 | best_h=39  avg_h=38.3
[  23.36 min] Gen 109/300 | best_fit=0.04080  avg_fit=0.12309 | best_h=39  avg_h=38.5
[  23.60 min] Gen 110/300 | best_fit=0.04080  avg_fit=0.46882 | best_h=39  avg_h=38.5
[  23.84 min] Gen 111/300 | best_fit=0.04080  avg_fit=0.81272 | best_h=39  avg_h=38.8
[  24.09 min] Gen 112/300 | best_fit=0.04080  avg_fit=0.12675 | best_h=39  avg_h=38.9
[  24.33 min] Gen 113/300 | best_fit=0.04080  avg_fit=0.22599 | best_h=39  avg_h=38.8
[  24.59 min] Gen 114/300 | best_fit=0.03692  avg_fit=8.06706 | best_h=39  avg_h=38.6
[  24.84 min] Gen 115/300 | best_fit=0.03692  avg_fit=9.02886 | best_h=39  avg_h=38.4
[  25.06 min] Gen 116/300 | best_fit=0.03692  avg_fit=0.67687 | best_h=39  avg_h=38.4
[  25.31 min] Gen 117/300 | best_fit=0.03420  avg_fit=0.34946 | best_h=39  avg_h=38.8
[  25.56 min] Gen 118/300 | best_fit=0.03420  avg_fit=0.22720 | best_h=39  avg_h=38.8
[  25.81 min] Gen 119/300 | best_fit=0.03420  avg_fit=11.78793 | best_h=39  avg_h=38.1
[  26.07 min] Gen 120/300 | best_fit=0.03099  avg_fit=2.26583 | best_h=39  avg_h=38.7
[  26.33 min] Gen 121/300 | best_fit=0.03099  avg_fit=3.06115 | best_h=39  avg_h=38.4
[  26.59 min] Gen 122/300 | best_fit=0.03099  avg_fit=0.93251 | best_h=39  avg_h=38.5
[  26.84 min] Gen 123/300 | best_fit=0.02901  avg_fit=0.18608 | best_h=39  avg_h=38.5
[  27.09 min] Gen 124/300 | best_fit=0.02901  avg_fit=0.17267 | best_h=39  avg_h=38.6
[  27.33 min] Gen 125/300 | best_fit=0.02901  avg_fit=0.49545 | best_h=39  avg_h=38.5
[  27.58 min] Gen 126/300 | best_fit=0.02901  avg_fit=1.18000 | best_h=39  avg_h=38.2
[  27.82 min] Gen 127/300 | best_fit=0.02755  avg_fit=0.81467 | best_h=39  avg_h=38.4
[  28.06 min] Gen 128/300 | best_fit=0.02755  avg_fit=0.07374 | best_h=39  avg_h=38.6
[  28.31 min] Gen 129/300 | best_fit=0.02755  avg_fit=1.72835 | best_h=39  avg_h=38.5
[  28.56 min] Gen 130/300 | best_fit=0.02546  avg_fit=0.72445 | best_h=39  avg_h=38.8
[  28.80 min] Gen 131/300 | best_fit=0.02546  avg_fit=0.49835 | best_h=39  avg_h=38.5
[  29.05 min] Gen 132/300 | best_fit=0.02546  avg_fit=0.81132 | best_h=39  avg_h=38.9
[  29.29 min] Gen 133/300 | best_fit=0.02417  avg_fit=0.12204 | best_h=39  avg_h=38.8
[  29.53 min] Gen 134/300 | best_fit=0.02417  avg_fit=0.21172 | best_h=39  avg_h=38.4
[  29.78 min] Gen 135/300 | best_fit=0.02417  avg_fit=0.05930 | best_h=39  avg_h=38.7
[  30.03 min] Gen 136/300 | best_fit=0.02417  avg_fit=0.44549 | best_h=39  avg_h=38.8
[  30.28 min] Gen 137/300 | best_fit=0.02417  avg_fit=0.16599 | best_h=39  avg_h=38.0
[  30.52 min] Gen 138/300 | best_fit=0.02310  avg_fit=0.16322 | best_h=39  avg_h=38.5
[  30.77 min] Gen 139/300 | best_fit=0.02310  avg_fit=0.47552 | best_h=39  avg_h=38.0
[  31.02 min] Gen 140/300 | best_fit=0.02310  avg_fit=0.72156 | best_h=39  avg_h=38.7
[  31.28 min] Gen 141/300 | best_fit=0.02136  avg_fit=0.09984 | best_h=39  avg_h=38.3
[  31.53 min] Gen 142/300 | best_fit=0.02136  avg_fit=4.08542 | best_h=39  avg_h=38.4
[  31.81 min] Gen 143/300 | best_fit=0.02136  avg_fit=1.51221 | best_h=39  avg_h=38.6
[  32.09 min] Gen 144/300 | best_fit=0.02136  avg_fit=1.47169 | best_h=39  avg_h=38.8
[  32.36 min] Gen 145/300 | best_fit=0.02035  avg_fit=0.19514 | best_h=39  avg_h=38.7
[  32.63 min] Gen 146/300 | best_fit=0.02035  avg_fit=1.06875 | best_h=39  avg_h=38.7
[  32.91 min] Gen 147/300 | best_fit=0.02035  avg_fit=0.07212 | best_h=39  avg_h=38.7
[  33.18 min] Gen 148/300 | best_fit=0.01853  avg_fit=0.10179 | best_h=39  avg_h=38.6
[  33.48 min] Gen 149/300 | best_fit=0.01853  avg_fit=0.67544 | best_h=39  avg_h=39.1
[  33.80 min] Gen 150/300 | best_fit=0.01853  avg_fit=3.49834 | best_h=39  avg_h=38.5
[  34.26 min] Gen 151/300 | best_fit=0.01853  avg_fit=0.87693 | best_h=39  avg_h=38.8
[  34.48 min] Gen 152/300 | best_fit=0.01766  avg_fit=1.61353 | best_h=39  avg_h=38.6
[  34.69 min] Gen 153/300 | best_fit=0.01766  avg_fit=0.12842 | best_h=39  avg_h=38.7
[  34.87 min] Gen 154/300 | best_fit=0.01766  avg_fit=6.28404 | best_h=39  avg_h=38.9
[  35.09 min] Gen 155/300 | best_fit=0.01682  avg_fit=0.60390 | best_h=39  avg_h=39.0
[  35.27 min] Gen 156/300 | best_fit=0.01682  avg_fit=0.49232 | best_h=39  avg_h=38.8
[  35.44 min] Gen 157/300 | best_fit=0.01682  avg_fit=0.63402 | best_h=39  avg_h=38.8
[  35.61 min] Gen 158/300 | best_fit=0.01682  avg_fit=0.59835 | best_h=39  avg_h=38.5
[  35.79 min] Gen 159/300 | best_fit=0.01537  avg_fit=0.10261 | best_h=39  avg_h=38.7
[  35.96 min] Gen 160/300 | best_fit=0.01537  avg_fit=0.54383 | best_h=39  avg_h=38.8
[  36.14 min] Gen 161/300 | best_fit=0.01469  avg_fit=0.82861 | best_h=39  avg_h=38.5
[  36.31 min] Gen 162/300 | best_fit=0.01469  avg_fit=0.73758 | best_h=39  avg_h=37.8
[  36.48 min] Gen 163/300 | best_fit=0.01469  avg_fit=0.03542 | best_h=39  avg_h=38.8
[  36.65 min] Gen 164/300 | best_fit=0.01364  avg_fit=0.47709 | best_h=39  avg_h=38.4
[  36.82 min] Gen 165/300 | best_fit=0.01364  avg_fit=1.21208 | best_h=39  avg_h=38.4
[  37.00 min] Gen 166/300 | best_fit=0.01364  avg_fit=0.60670 | best_h=39  avg_h=38.8
[  37.21 min] Gen 167/300 | best_fit=0.01289  avg_fit=3.13185 | best_h=39  avg_h=38.5
[  37.44 min] Gen 168/300 | best_fit=0.01289  avg_fit=4.16106 | best_h=39  avg_h=38.8
[  37.66 min] Gen 169/300 | best_fit=0.01191  avg_fit=11.21792 | best_h=39  avg_h=38.8
[  37.86 min] Gen 170/300 | best_fit=0.01191  avg_fit=0.54081 | best_h=39  avg_h=38.9
[  38.09 min] Gen 171/300 | best_fit=0.01191  avg_fit=0.58848 | best_h=39  avg_h=39.0
[  38.32 min] Gen 172/300 | best_fit=0.01107  avg_fit=0.14971 | best_h=39  avg_h=38.6
[  38.55 min] Gen 173/300 | best_fit=0.01107  avg_fit=0.65854 | best_h=39  avg_h=38.6
[  38.79 min] Gen 174/300 | best_fit=0.01107  avg_fit=2.88297 | best_h=39  avg_h=38.4
[  39.00 min] Gen 175/300 | best_fit=0.01107  avg_fit=0.84989 | best_h=39  avg_h=38.6
[  39.24 min] Gen 176/300 | best_fit=0.01030  avg_fit=1.64227 | best_h=39  avg_h=38.3
[  39.49 min] Gen 177/300 | best_fit=0.01030  avg_fit=0.66090 | best_h=39  avg_h=38.4
[  39.73 min] Gen 178/300 | best_fit=0.01026  avg_fit=0.76996 | best_h=39  avg_h=38.3
[  39.98 min] Gen 179/300 | best_fit=0.01026  avg_fit=1.04809 | best_h=39  avg_h=38.3
[  40.23 min] Gen 180/300 | best_fit=0.01026  avg_fit=1.66482 | best_h=39  avg_h=38.5
[  40.48 min] Gen 181/300 | best_fit=0.00953  avg_fit=1.46948 | best_h=39  avg_h=38.5
[  40.73 min] Gen 182/300 | best_fit=0.00953  avg_fit=0.49380 | best_h=39  avg_h=38.6
[  40.98 min] Gen 183/300 | best_fit=0.00953  avg_fit=0.85560 | best_h=39  avg_h=38.9
